x, T_15,  T_30, T_60, T_90, T_150, T_210
0.004304, 39.6686, 47.0435, 53.037, 54.7317, 55.3463, 55.3955
0.004308, 39.6659, 47.0408, 53.0344, 54.729, 55.3437, 55.3928
0.004312, 39.6633, 47.0382, 53.0318, 54.7264, 55.3411, 55.3902
0.004316, 39.6607, 47.0356, 53.0291, 54.7238, 55.3384, 55.3876
0.00432, 39.6581, 47.0329, 53.0265, 54.7212, 55.3358, 55.3849
0.004324, 39.6554, 47.0303, 53.0239, 54.7185, 55.3332, 55.3823
0.004328, 39.6528, 47.0277, 53.0213, 54.7159, 55.3305, 55.3797
0.004332, 39.6502, 47.025, 53.0186, 54.7133, 55.3279, 55.377
0.004336, 39.6476, 47.0224, 53.016, 54.7106, 55.3253, 55.3744
0.00434, 39.6449, 47.0198, 53.0134, 54.708, 55.3227, 55.3718
0.004344, 39.6423, 47.0172, 53.0107, 54.7054, 55.32, 55.3692
0.004348, 39.6397, 47.0145, 53.0081, 54.7028, 55.3174, 55.3665
0.004352, 39.6371, 47.0119, 53.0055, 54.7001, 55.3148, 55.3639
0.004356, 39.6344, 47.0093, 53.0029, 54.6975, 55.3121, 55.3613
0.00436, 39.6318, 47.0067, 53.0002, 54.6949, 55.3095, 55.3587
0.004364, 39.6292, 47.004, 52.9976, 54.6923, 55.3069, 55.356
0.004368, 39.6266, 47.0014, 52.995, 54.6896, 55.3043, 55.3534
0.004372, 39.6239, 46.9988, 52.9924, 54.687, 55.3016, 55.3508
0.004376, 39.6213, 46.9962, 52.9897, 54.6844, 55.299, 55.3482
0.00438, 39.6187, 46.9935, 52.9871, 54.6818, 55.2964, 55.3455
0.004384, 39.6161, 46.9909, 52.9845, 54.6791, 55.2938, 55.3429
0.004388, 39.6134, 46.9883, 52.9819, 54.6765, 55.2912, 55.3403
0.004392, 39.6108, 46.9857, 52.9792, 54.6739, 55.2885, 55.3377
0.004396, 39.6082, 46.983, 52.9766, 54.6713, 55.2859, 55.335
0.0044, 39.6056, 46.9804, 52.974, 54.6686, 55.2833, 55.3324
0.004404, 39.603, 46.9778, 52.9714, 54.666, 55.2807, 55.3298
0.004408, 39.6003, 46.9752, 52.9688, 54.6634, 55.278, 55.3272
0.004412, 39.5977, 46.9726, 52.9661, 54.6608, 55.2754, 55.3246
0.004416, 39.5951, 46.9699, 52.9635, 54.6582, 55.2728, 55.3219
0.00442, 39.5925, 46.9673, 52.9609, 54.6555, 55.2702, 55.3193
0.004424, 39.5899, 46.9647, 52.9583, 54.6529, 55.2676, 55.3167
0.004428, 39.5873, 46.9621, 52.9557, 54.6503, 55.2649, 55.3141
0.004432, 39.5846, 46.9595, 52.953, 54.6477, 55.2623, 55.3115
0.004436, 39.582, 46.9568, 52.9504, 54.6451, 55.2597, 55.3088
0.00444, 39.5794, 46.9542, 52.9478, 54.6424, 55.2571, 55.3062
0.004444, 39.5768, 46.9516, 52.9452, 54.6398, 55.2545, 55.3036
0.004448, 39.5742, 46.949, 52.9426, 54.6372, 55.2518, 55.301
0.004452, 39.5716, 46.9464, 52.9399, 54.6346, 55.2492, 55.2984
0.004456, 39.5689, 46.9438, 52.9373, 54.632, 55.2466, 55.2958
0.00446, 39.5663, 46.9411, 52.9347, 54.6294, 55.244, 55.2931
0.004464, 39.5637, 46.9385, 52.9321, 54.6267, 55.2414, 55.2905
0.004468, 39.5611, 46.9359, 52.9295, 54.6241, 55.2388, 55.2879
0.004472, 39.5585, 46.9333, 52.9269, 54.6215, 55.2362, 55.2853
0.004476, 39.5559, 46.9307, 52.9242, 54.6189, 55.2335, 55.2827
0.00448, 39.5533, 46.9281, 52.9216, 54.6163, 55.2309, 55.2801
0.004484, 39.5507, 46.9254, 52.919, 54.6137, 55.2283, 55.2774
0.004488, 39.548, 46.9228, 52.9164, 54.6111, 55.2257, 55.2748
0.004492, 39.5454, 46.9202, 52.9138, 54.6084, 55.2231, 55.2722
0.004496, 39.5428, 46.9176, 52.9112, 54.6058, 55.2205, 55.2696
0.0045, 39.5402, 46.915, 52.9086, 54.6032, 55.2179, 55.267
0.004504, 39.5376, 46.9124, 52.906, 54.6006, 55.2152, 55.2644
0.004508, 39.535, 46.9098, 52.9033, 54.598, 55.2126, 55.2618
0.004512, 39.5324, 46.9072, 52.9007, 54.5954, 55.21, 55.2592
0.004516, 39.5298, 46.9045, 52.8981, 54.5928, 55.2074, 55.2565
0.00452, 39.5272, 46.9019, 52.8955, 54.5902, 55.2048, 55.2539
0.004524, 39.5245, 46.8993, 52.8929, 54.5876, 55.2022, 55.2513
0.004528, 39.5219, 46.8967, 52.8903, 54.5849, 55.1996, 55.2487
0.004532, 39.5193, 46.8941, 52.8877, 54.5823, 55.197, 55.2461
0.004536, 39.5167, 46.8915, 52.8851, 54.5797, 55.1944, 55.2435
0.00454, 39.5141, 46.8889, 52.8825, 54.5771, 55.1917, 55.2409
0.004544, 39.5115, 46.8863, 52.8799, 54.5745, 55.1891, 55.2383
0.004548, 39.5089, 46.8837, 52.8772, 54.5719, 55.1865, 55.2357
0.004552, 39.5063, 46.8811, 52.8746, 54.5693, 55.1839, 55.2331
0.004556, 39.5037, 46.8785, 52.872, 54.5667, 55.1813, 55.2305
0.00456, 39.5011, 46.8758, 52.8694, 54.5641, 55.1787, 55.2278
0.004564, 39.4985, 46.8732, 52.8668, 54.5615, 55.1761, 55.2252
0.004568, 39.4959, 46.8706, 52.8642, 54.5589, 55.1735, 55.2226
0.004572, 39.4933, 46.868, 52.8616, 54.5563, 55.1709, 55.22
0.004576, 39.4907, 46.8654, 52.859, 54.5536, 55.1683, 55.2174
0.00458, 39.4881, 46.8628, 52.8564, 54.551, 55.1657, 55.2148
0.004584, 39.4855, 46.8602, 52.8538, 54.5484, 55.1631, 55.2122
0.004588, 39.4829, 46.8576, 52.8512, 54.5458, 55.1605, 55.2096
0.004592, 39.4803, 46.855, 52.8486, 54.5432, 55.1579, 55.207
0.004596, 39.4777, 46.8524, 52.846, 54.5406, 55.1553, 55.2044
0.0046, 39.4751, 46.8498, 52.8434, 54.538, 55.1527, 55.2018
0.004604, 39.4725, 46.8472, 52.8408, 54.5354, 55.1501, 55.1992
0.004608, 39.4699, 46.8446, 52.8382, 54.5328, 55.1475, 55.1966
0.004612, 39.4673, 46.842, 52.8356, 54.5302, 55.1448, 55.194
0.004616, 39.4647, 46.8394, 52.833, 54.5276, 55.1422, 55.1914
0.00462, 39.4621, 46.8368, 52.8304, 54.525, 55.1396, 55.1888
0.004624, 39.4595, 46.8342, 52.8278, 54.5224, 55.137, 55.1862
0.004628, 39.4569, 46.8316, 52.8252, 54.5198, 55.1344, 55.1836
0.004632, 39.4543, 46.829, 52.8226, 54.5172, 55.1318, 55.181
0.004636, 39.4517, 46.8264, 52.82, 54.5146, 55.1292, 55.1784
0.00464, 39.4491, 46.8238, 52.8174, 54.512, 55.1266, 55.1758
0.004644, 39.4465, 46.8212, 52.8148, 54.5094, 55.124, 55.1732
0.004648, 39.4439, 46.8186, 52.8122, 54.5068, 55.1214, 55.1706
0.004652, 39.4413, 46.816, 52.8096, 54.5042, 55.1188, 55.168
0.004656, 39.4387, 46.8134, 52.807, 54.5016, 55.1162, 55.1654
0.00466, 39.4361, 46.8108, 52.8044, 54.499, 55.1137, 55.1628
0.004664, 39.4335, 46.8082, 52.8018, 54.4964, 55.1111, 55.1602
0.004668, 39.4309, 46.8056, 52.7992, 54.4938, 55.1085, 55.1576
0.004672, 39.4283, 46.803, 52.7966, 54.4912, 55.1059, 55.155
0.004676, 39.4257, 46.8004, 52.794, 54.4886, 55.1033, 55.1524
0.00468, 39.4231, 46.7978, 52.7914, 54.486, 55.1007, 55.1498
0.004684, 39.4205, 46.7952, 52.7888, 54.4834, 55.0981, 55.1472
0.004688, 39.4179, 46.7926, 52.7862, 54.4808, 55.0955, 55.1446
0.004692, 39.4153, 46.79, 52.7836, 54.4782, 55.0929, 55.142
0.004696, 39.4127, 46.7874, 52.781, 54.4757, 55.0903, 55.1394
0.0047, 39.4101, 46.7848, 52.7784, 54.4731, 55.0877, 55.1368
0.004704, 39.4075, 46.7822, 52.7758, 54.4705, 55.0851, 55.1342
0.004708, 39.405, 46.7796, 52.7732, 54.4679, 55.0825, 55.1316
0.004712, 39.4024, 46.7771, 52.7706, 54.4653, 55.0799, 55.1291
0.004716, 39.3998, 46.7745, 52.768, 54.4627, 55.0773, 55.1265
0.00472, 39.3972, 46.7719, 52.7654, 54.4601, 55.0747, 55.1239
0.004724, 39.3946, 46.7693, 52.7628, 54.4575, 55.0721, 55.1213
0.004728, 39.392, 46.7667, 52.7603, 54.4549, 55.0695, 55.1187
0.004732, 39.3894, 46.7641, 52.7577, 54.4523, 55.067, 55.1161
0.004736, 39.3868, 46.7615, 52.7551, 54.4497, 55.0644, 55.1135
0.00474, 39.3842, 46.7589, 52.7525, 54.4471, 55.0618, 55.1109
0.004744, 39.3816, 46.7563, 52.7499, 54.4445, 55.0592, 55.1083
0.004748, 39.3791, 46.7537, 52.7473, 54.442, 55.0566, 55.1057
0.004752, 39.3765, 46.7511, 52.7447, 54.4394, 55.054, 55.1031
0.004756, 39.3739, 46.7486, 52.7421, 54.4368, 55.0514, 55.1006
0.00476, 39.3713, 46.746, 52.7395, 54.4342, 55.0488, 55.098
0.004764, 39.3687, 46.7434, 52.7369, 54.4316, 55.0462, 55.0954
0.004768, 39.3661, 46.7408, 52.7344, 54.429, 55.0436, 55.0928
0.004772, 39.3635, 46.7382, 52.7318, 54.4264, 55.0411, 55.0902
0.004776, 39.361, 46.7356, 52.7292, 54.4238, 55.0385, 55.0876
0.00478, 39.3584, 46.733, 52.7266, 54.4213, 55.0359, 55.085
0.004784, 39.3558, 46.7304, 52.724, 54.4187, 55.0333, 55.0824
0.004788, 39.3532, 46.7279, 52.7214, 54.4161, 55.0307, 55.0799
0.004792, 39.3506, 46.7253, 52.7188, 54.4135, 55.0281, 55.0773
0.004796, 39.348, 46.7227, 52.7163, 54.4109, 55.0255, 55.0747
0.0048, 39.3455, 46.7201, 52.7137, 54.4083, 55.023, 55.0721
0.004804, 39.3429, 46.7175, 52.7111, 54.4057, 55.0204, 55.0695
0.004808, 39.3403, 46.7149, 52.7085, 54.4032, 55.0178, 55.0669
0.004812, 39.3377, 46.7123, 52.7059, 54.4006, 55.0152, 55.0643
0.004816, 39.3351, 46.7098, 52.7033, 54.398, 55.0126, 55.0618
0.00482, 39.3325, 46.7072, 52.7008, 54.3954, 55.01, 55.0592
0.004824, 39.33, 46.7046, 52.6982, 54.3928, 55.0075, 55.0566
0.004828, 39.3274, 46.702, 52.6956, 54.3902, 55.0049, 55.054
0.004832, 39.3248, 46.6994, 52.693, 54.3877, 55.0023, 55.0514
0.004836, 39.3222, 46.6968, 52.6904, 54.3851, 54.9997, 55.0488
0.00484, 39.3196, 46.6943, 52.6878, 54.3825, 54.9971, 55.0463
0.004844, 39.3171, 46.6917, 52.6853, 54.3799, 54.9945, 55.0437
0.004848, 39.3145, 46.6891, 52.6827, 54.3773, 54.992, 55.0411
0.004852, 39.3119, 46.6865, 52.6801, 54.3748, 54.9894, 55.0385
0.004856, 39.3093, 46.6839, 52.6775, 54.3722, 54.9868, 55.0359
0.00486, 39.3068, 46.6814, 52.6749, 54.3696, 54.9842, 55.0334
0.004864, 39.3042, 46.6788, 52.6724, 54.367, 54.9817, 55.0308
0.004868, 39.3016, 46.6762, 52.6698, 54.3644, 54.9791, 55.0282
0.004872, 39.299, 46.6736, 52.6672, 54.3619, 54.9765, 55.0256
0.004876, 39.2964, 46.6711, 52.6646, 54.3593, 54.9739, 55.0231
0.00488, 39.2939, 46.6685, 52.6621, 54.3567, 54.9713, 55.0205
0.004884, 39.2913, 46.6659, 52.6595, 54.3541, 54.9688, 55.0179
0.004888, 39.2887, 46.6633, 52.6569, 54.3515, 54.9662, 55.0153
0.004892, 39.2861, 46.6607, 52.6543, 54.349, 54.9636, 55.0127
0.004896, 39.2836, 46.6582, 52.6517, 54.3464, 54.961, 55.0102
0.0049, 39.281, 46.6556, 52.6492, 54.3438, 54.9585, 55.0076
0.004904, 39.2784, 46.653, 52.6466, 54.3412, 54.9559, 55.005
0.004908, 39.2759, 46.6504, 52.644, 54.3387, 54.9533, 55.0024
0.004912, 39.2733, 46.6479, 52.6414, 54.3361, 54.9507, 54.9999
0.004916, 39.2707, 46.6453, 52.6389, 54.3335, 54.9482, 54.9973
0.00492, 39.2681, 46.6427, 52.6363, 54.3309, 54.9456, 54.9947
0.004924, 39.2656, 46.6401, 52.6337, 54.3284, 54.943, 54.9921
0.004928, 39.263, 46.6376, 52.6311, 54.3258, 54.9404, 54.9896
0.004932, 39.2604, 46.635, 52.6286, 54.3232, 54.9379, 54.987
0.004936, 39.2579, 46.6324, 52.626, 54.3207, 54.9353, 54.9844
0.00494, 39.2553, 46.6299, 52.6234, 54.3181, 54.9327, 54.9819
0.004944, 39.2527, 46.6273, 52.6209, 54.3155, 54.9301, 54.9793
0.004948, 39.2501, 46.6247, 52.6183, 54.3129, 54.9276, 54.9767
0.004952, 39.2476, 46.6221, 52.6157, 54.3104, 54.925, 54.9741
0.004956, 39.245, 46.6196, 52.6131, 54.3078, 54.9224, 54.9716
0.00496, 39.2424, 46.617, 52.6106, 54.3052, 54.9199, 54.969
0.004964, 39.2399, 46.6144, 52.608, 54.3027, 54.9173, 54.9664
0.004968, 39.2373, 46.6119, 52.6054, 54.3001, 54.9147, 54.9639
0.004972, 39.2347, 46.6093, 52.6029, 54.2975, 54.9122, 54.9613
0.004976, 39.2322, 46.6067, 52.6003, 54.295, 54.9096, 54.9587
0.00498, 39.2296, 46.6042, 52.5977, 54.2924, 54.907, 54.9562
0.004984, 39.227, 46.6016, 52.5952, 54.2898, 54.9045, 54.9536
0.004988, 39.2245, 46.599, 52.5926, 54.2872, 54.9019, 54.951
0.004992, 39.2219, 46.5965, 52.59, 54.2847, 54.8993, 54.9485
0.004996, 39.2193, 46.5939, 52.5875, 54.2821, 54.8968, 54.9459
0.005, 39.2168, 46.5913, 52.5849, 54.2795, 54.8942, 54.9433
0.005004, 39.2142, 46.5888, 52.5823, 54.277, 54.8916, 54.9408
0.005008, 39.2117, 46.5862, 52.5798, 54.2744, 54.8891, 54.9382
0.005012, 39.2091, 46.5836, 52.5772, 54.2719, 54.8865, 54.9356
0.005016, 39.2065, 46.5811, 52.5746, 54.2693, 54.8839, 54.9331
0.00502, 39.204, 46.5785, 52.5721, 54.2667, 54.8814, 54.9305
0.005024, 39.2014, 46.5759, 52.5695, 54.2642, 54.8788, 54.9279
0.005028, 39.1988, 46.5734, 52.5669, 54.2616, 54.8762, 54.9254
0.005032, 39.1963, 46.5708, 52.5644, 54.259, 54.8737, 54.9228
0.005036, 39.1937, 46.5682, 52.5618, 54.2565, 54.8711, 54.9202
0.00504, 39.1912, 46.5657, 52.5593, 54.2539, 54.8685, 54.9177
0.005044, 39.1886, 46.5631, 52.5567, 54.2513, 54.866, 54.9151
0.005048, 39.186, 46.5606, 52.5541, 54.2488, 54.8634, 54.9126
0.005052, 39.1835, 46.558, 52.5516, 54.2462, 54.8609, 54.91
0.005056, 39.1809, 46.5554, 52.549, 54.2437, 54.8583, 54.9074
0.00506, 39.1784, 46.5529, 52.5464, 54.2411, 54.8557, 54.9049
0.005064, 39.1758, 46.5503, 52.5439, 54.2385, 54.8532, 54.9023
0.005068, 39.1732, 46.5477, 52.5413, 54.236, 54.8506, 54.8997
0.005072, 39.1707, 46.5452, 52.5388, 54.2334, 54.8481, 54.8972
0.005076, 39.1681, 46.5426, 52.5362, 54.2309, 54.8455, 54.8946
0.00508, 39.1656, 46.5401, 52.5336, 54.2283, 54.8429, 54.8921
0.005084, 39.163, 46.5375, 52.5311, 54.2257, 54.8404, 54.8895
0.005088, 39.1605, 46.535, 52.5285, 54.2232, 54.8378, 54.887
0.005092, 39.1579, 46.5324, 52.526, 54.2206, 54.8353, 54.8844
0.005096, 39.1553, 46.5298, 52.5234, 54.2181, 54.8327, 54.8818
0.0051, 39.1528, 46.5273, 52.5209, 54.2155, 54.8301, 54.8793
0.005104, 39.1502, 46.5247, 52.5183, 54.2129, 54.8276, 54.8767
0.005108, 39.1477, 46.5222, 52.5157, 54.2104, 54.825, 54.8742
0.005112, 39.1451, 46.5196, 52.5132, 54.2078, 54.8225, 54.8716
0.005116, 39.1426, 46.5171, 52.5106, 54.2053, 54.8199, 54.8691
0.00512, 39.14, 46.5145, 52.5081, 54.2027, 54.8174, 54.8665
0.005124, 39.1375, 46.5119, 52.5055, 54.2002, 54.8148, 54.8639
0.005128, 39.1349, 46.5094, 52.503, 54.1976, 54.8123, 54.8614
0.005132, 39.1324, 46.5068, 52.5004, 54.1951, 54.8097, 54.8588
0.005136, 39.1298, 46.5043, 52.4979, 54.1925, 54.8071, 54.8563
0.00514, 39.1273, 46.5017, 52.4953, 54.19, 54.8046, 54.8537
0.005144, 39.1247, 46.4992, 52.4927, 54.1874, 54.802, 54.8512
0.005148, 39.1222, 46.4966, 52.4902, 54.1848, 54.7995, 54.8486
0.005152, 39.1196, 46.4941, 52.4876, 54.1823, 54.7969, 54.8461
0.005156, 39.1171, 46.4915, 52.4851, 54.1797, 54.7944, 54.8435
0.00516, 39.1145, 46.489, 52.4825, 54.1772, 54.7918, 54.841
0.005164, 39.112, 46.4864, 52.48, 54.1746, 54.7893, 54.8384
0.005168, 39.1094, 46.4839, 52.4774, 54.1721, 54.7867, 54.8359
0.005172, 39.1069, 46.4813, 52.4749, 54.1695, 54.7842, 54.8333
0.005176, 39.1043, 46.4788, 52.4723, 54.167, 54.7816, 54.8308
0.00518, 39.1018, 46.4762, 52.4698, 54.1644, 54.7791, 54.8282
0.005184, 39.0992, 46.4737, 52.4672, 54.1619, 54.7765, 54.8257
0.005188, 39.0967, 46.4711, 52.4647, 54.1593, 54.774, 54.8231
0.005192, 39.0941, 46.4686, 52.4621, 54.1568, 54.7714, 54.8206
0.005196, 39.0916, 46.466, 52.4596, 54.1542, 54.7689, 54.818
0.0052, 39.089, 46.4635, 52.457, 54.1517, 54.7663, 54.8155
0.005204, 39.0865, 46.4609, 52.4545, 54.1491, 54.7638, 54.8129
0.005208, 39.0839, 46.4584, 52.4519, 54.1466, 54.7612, 54.8104
0.005212, 39.0814, 46.4558, 52.4494, 54.1441, 54.7587, 54.8078
0.005216, 39.0789, 46.4533, 52.4469, 54.1415, 54.7561, 54.8053
0.00522, 39.0763, 46.4507, 52.4443, 54.139, 54.7536, 54.8027
0.005224, 39.0738, 46.4482, 52.4418, 54.1364, 54.751, 54.8002
0.005228, 39.0712, 46.4456, 52.4392, 54.1339, 54.7485, 54.7976
0.005232, 39.0687, 46.4431, 52.4367, 54.1313, 54.746, 54.7951
0.005236, 39.0661, 46.4406, 52.4341, 54.1288, 54.7434, 54.7926
0.00524, 39.0636, 46.438, 52.4316, 54.1262, 54.7409, 54.79
0.005244, 39.0611, 46.4355, 52.429, 54.1237, 54.7383, 54.7875
0.005248, 39.0585, 46.4329, 52.4265, 54.1211, 54.7358, 54.7849
0.005252, 39.056, 46.4304, 52.424, 54.1186, 54.7332, 54.7824
0.005256, 39.0534, 46.4278, 52.4214, 54.1161, 54.7307, 54.7798
0.00526, 39.0509, 46.4253, 52.4189, 54.1135, 54.7282, 54.7773
0.005264, 39.0483, 46.4227, 52.4163, 54.111, 54.7256, 54.7747
0.005268, 39.0458, 46.4202, 52.4138, 54.1084, 54.7231, 54.7722
0.005272, 39.0433, 46.4177, 52.4112, 54.1059, 54.7205, 54.7697
0.005276, 39.0407, 46.4151, 52.4087, 54.1033, 54.718, 54.7671
0.00528, 39.0382, 46.4126, 52.4062, 54.1008, 54.7154, 54.7646
0.005284, 39.0357, 46.41, 52.4036, 54.0983, 54.7129, 54.762
0.005288, 39.0331, 46.4075, 52.4011, 54.0957, 54.7104, 54.7595
0.005292, 39.0306, 46.405, 52.3985, 54.0932, 54.7078, 54.757
0.005296, 39.028, 46.4024, 52.396, 54.0906, 54.7053, 54.7544
0.0053, 39.0255, 46.3999, 52.3935, 54.0881, 54.7027, 54.7519
0.005304, 39.023, 46.3973, 52.3909, 54.0856, 54.7002, 54.7493
0.005308, 39.0204, 46.3948, 52.3884, 54.083, 54.6977, 54.7468
0.005312, 39.0179, 46.3923, 52.3858, 54.0805, 54.6951, 54.7443
0.005316, 39.0154, 46.3897, 52.3833, 54.078, 54.6926, 54.7417
0.00532, 39.0128, 46.3872, 52.3808, 54.0754, 54.6901, 54.7392
0.005324, 39.0103, 46.3847, 52.3782, 54.0729, 54.6875, 54.7367
0.005328, 39.0078, 46.3821, 52.3757, 54.0703, 54.685, 54.7341
0.005332, 39.0052, 46.3796, 52.3732, 54.0678, 54.6824, 54.7316
0.005336, 39.0027, 46.3771, 52.3706, 54.0653, 54.6799, 54.7291
0.00534, 39.0002, 46.3745, 52.3681, 54.0627, 54.6774, 54.7265
0.005344, 38.9976, 46.372, 52.3656, 54.0602, 54.6748, 54.724
0.005348, 38.9951, 46.3694, 52.363, 54.0577, 54.6723, 54.7214
0.005352, 38.9926, 46.3669, 52.3605, 54.0551, 54.6698, 54.7189
0.005356, 38.99, 46.3644, 52.358, 54.0526, 54.6672, 54.7164
0.00536, 38.9875, 46.3618, 52.3554, 54.0501, 54.6647, 54.7138
0.005364, 38.985, 46.3593, 52.3529, 54.0475, 54.6622, 54.7113
0.005368, 38.9824, 46.3568, 52.3504, 54.045, 54.6596, 54.7088
0.005372, 38.9799, 46.3542, 52.3478, 54.0425, 54.6571, 54.7062
0.005376, 38.9774, 46.3517, 52.3453, 54.0399, 54.6546, 54.7037
0.00538, 38.9748, 46.3492, 52.3428, 54.0374, 54.652, 54.7012
0.005384, 38.9723, 46.3467, 52.3402, 54.0349, 54.6495, 54.6987
0.005388, 38.9698, 46.3441, 52.3377, 54.0323, 54.647, 54.6961
0.005392, 38.9673, 46.3416, 52.3352, 54.0298, 54.6445, 54.6936
0.005396, 38.9647, 46.3391, 52.3326, 54.0273, 54.6419, 54.6911
0.0054, 38.9622, 46.3365, 52.3301, 54.0248, 54.6394, 54.6885
0.005404, 38.9597, 46.334, 52.3276, 54.0222, 54.6369, 54.686
0.005408, 38.9571, 46.3315, 52.325, 54.0197, 54.6343, 54.6835
0.005412, 38.9546, 46.3289, 52.3225, 54.0172, 54.6318, 54.6809
0.005416, 38.9521, 46.3264, 52.32, 54.0146, 54.6293, 54.6784
0.00542, 38.9496, 46.3239, 52.3175, 54.0121, 54.6267, 54.6759
0.005424, 38.947, 46.3214, 52.3149, 54.0096, 54.6242, 54.6734
0.005428, 38.9445, 46.3188, 52.3124, 54.0071, 54.6217, 54.6708
0.005432, 38.942, 46.3163, 52.3099, 54.0045, 54.6192, 54.6683
0.005436, 38.9395, 46.3138, 52.3074, 54.002, 54.6166, 54.6658
0.00544, 38.9369, 46.3113, 52.3048, 53.9995, 54.6141, 54.6633
0.005444, 38.9344, 46.3087, 52.3023, 53.997, 54.6116, 54.6607
0.005448, 38.9319, 46.3062, 52.2998, 53.9944, 54.6091, 54.6582
0.005452, 38.9294, 46.3037, 52.2973, 53.9919, 54.6065, 54.6557
0.005456, 38.9269, 46.3012, 52.2947, 53.9894, 54.604, 54.6532
0.00546, 38.9243, 46.2986, 52.2922, 53.9869, 54.6015, 54.6506
0.005464, 38.9218, 46.2961, 52.2897, 53.9843, 54.599, 54.6481
0.005468, 38.9193, 46.2936, 52.2872, 53.9818, 54.5964, 54.6456
0.005472, 38.9168, 46.2911, 52.2846, 53.9793, 54.5939, 54.6431
0.005476, 38.9142, 46.2885, 52.2821, 53.9768, 54.5914, 54.6405
0.00548, 38.9117, 46.286, 52.2796, 53.9742, 54.5889, 54.638
0.005484, 38.9092, 46.2835, 52.2771, 53.9717, 54.5864, 54.6355
0.005488, 38.9067, 46.281, 52.2745, 53.9692, 54.5838, 54.633
0.005492, 38.9042, 46.2784, 52.272, 53.9667, 54.5813, 54.6304
0.005496, 38.9017, 46.2759, 52.2695, 53.9642, 54.5788, 54.6279
0.0055, 38.8991, 46.2734, 52.267, 53.9616, 54.5763, 54.6254
0.005504, 38.8966, 46.2709, 52.2645, 53.9591, 54.5737, 54.6229
0.005508, 38.8941, 46.2684, 52.2619, 53.9566, 54.5712, 54.6204
0.005512, 38.8916, 46.2658, 52.2594, 53.9541, 54.5687, 54.6178
0.005516, 38.8891, 46.2633, 52.2569, 53.9516, 54.5662, 54.6153
0.00552, 38.8865, 46.2608, 52.2544, 53.949, 54.5637, 54.6128
0.005524, 38.884, 46.2583, 52.2519, 53.9465, 54.5612, 54.6103
0.005528, 38.8815, 46.2558, 52.2493, 53.944, 54.5586, 54.6078
0.005532, 38.879, 46.2533, 52.2468, 53.9415, 54.5561, 54.6053
0.005536, 38.8765, 46.2507, 52.2443, 53.939, 54.5536, 54.6027
0.00554, 38.874, 46.2482, 52.2418, 53.9364, 54.5511, 54.6002
0.005544, 38.8715, 46.2457, 52.2393, 53.9339, 54.5486, 54.5977
0.005548, 38.8689, 46.2432, 52.2368, 53.9314, 54.546, 54.5952
0.005552, 38.8664, 46.2407, 52.2342, 53.9289, 54.5435, 54.5927
0.005556, 38.8639, 46.2382, 52.2317, 53.9264, 54.541, 54.5902
0.00556, 38.8614, 46.2356, 52.2292, 53.9239, 54.5385, 54.5876
0.005564, 38.8589, 46.2331, 52.2267, 53.9214, 54.536, 54.5851
0.005568, 38.8564, 46.2306, 52.2242, 53.9188, 54.5335, 54.5826
0.005572, 38.8539, 46.2281, 52.2217, 53.9163, 54.531, 54.5801
0.005576, 38.8514, 46.2256, 52.2192, 53.9138, 54.5284, 54.5776
0.00558, 38.8488, 46.2231, 52.2166, 53.9113, 54.5259, 54.5751
0.005584, 38.8463, 46.2206, 52.2141, 53.9088, 54.5234, 54.5726
0.005588, 38.8438, 46.218, 52.2116, 53.9063, 54.5209, 54.57
0.005592, 38.8413, 46.2155, 52.2091, 53.9038, 54.5184, 54.5675
0.005596, 38.8388, 46.213, 52.2066, 53.9012, 54.5159, 54.565
0.0056, 38.8363, 46.2105, 52.2041, 53.8987, 54.5134, 54.5625
0.005604, 38.8338, 46.208, 52.2016, 53.8962, 54.5109, 54.56
0.005608, 38.8313, 46.2055, 52.1991, 53.8937, 54.5083, 54.5575
0.005612, 38.8288, 46.203, 52.1966, 53.8912, 54.5058, 54.555
0.005616, 38.8263, 46.2005, 52.194, 53.8887, 54.5033, 54.5525
0.00562, 38.8238, 46.198, 52.1915, 53.8862, 54.5008, 54.55
0.005624, 38.8212, 46.1954, 52.189, 53.8837, 54.4983, 54.5474
0.005628, 38.8187, 46.1929, 52.1865, 53.8812, 54.4958, 54.5449
0.005632, 38.8162, 46.1904, 52.184, 53.8787, 54.4933, 54.5424
0.005636, 38.8137, 46.1879, 52.1815, 53.8761, 54.4908, 54.5399
0.00564, 38.8112, 46.1854, 52.179, 53.8736, 54.4883, 54.5374
0.005644, 38.8087, 46.1829, 52.1765, 53.8711, 54.4858, 54.5349
0.005648, 38.8062, 46.1804, 52.174, 53.8686, 54.4833, 54.5324
0.005652, 38.8037, 46.1779, 52.1715, 53.8661, 54.4808, 54.5299
0.005656, 38.8012, 46.1754, 52.169, 53.8636, 54.4782, 54.5274
0.00566, 38.7987, 46.1729, 52.1665, 53.8611, 54.4757, 54.5249
0.005664, 38.7962, 46.1704, 52.1639, 53.8586, 54.4732, 54.5224
0.005668, 38.7937, 46.1679, 52.1614, 53.8561, 54.4707, 54.5199
0.005672, 38.7912, 46.1654, 52.1589, 53.8536, 54.4682, 54.5174
0.005676, 38.7887, 46.1629, 52.1564, 53.8511, 54.4657, 54.5149
0.00568, 38.7862, 46.1604, 52.1539, 53.8486, 54.4632, 54.5124
