x, T_15,  T_30, T_60, T_90, T_150, T_210
0.020212, 31.9204, 39.2788, 45.2724, 46.967, 47.5816, 47.6308
0.020216, 31.9191, 39.2775, 45.271, 46.9657, 47.5803, 47.6295
0.02022, 31.9178, 39.2762, 45.2697, 46.9644, 47.579, 47.6281
0.020224, 31.9165, 39.2748, 45.2684, 46.963, 47.5777, 47.6268
0.020228, 31.9152, 39.2735, 45.2671, 46.9617, 47.5763, 47.6255
0.020232, 31.9138, 39.2722, 45.2657, 46.9604, 47.575, 47.6241
0.020236, 31.9125, 39.2709, 45.2644, 46.959, 47.5737, 47.6228
0.02024, 31.9112, 39.2695, 45.2631, 46.9577, 47.5724, 47.6215
0.020244, 31.9099, 39.2682, 45.2617, 46.9564, 47.571, 47.6202
0.020248, 31.9085, 39.2669, 45.2604, 46.9551, 47.5697, 47.6188
0.020252, 31.9072, 39.2656, 45.2591, 46.9537, 47.5684, 47.6175
0.020256, 31.9059, 39.2642, 45.2578, 46.9524, 47.5671, 47.6162
0.02026, 31.9046, 39.2629, 45.2564, 46.9511, 47.5657, 47.6149
0.020264, 31.9033, 39.2616, 45.2551, 46.9498, 47.5644, 47.6135
0.020268, 31.9019, 39.2603, 45.2538, 46.9484, 47.5631, 47.6122
0.020272, 31.9006, 39.2589, 45.2525, 46.9471, 47.5618, 47.6109
0.020276, 31.8993, 39.2576, 45.2511, 46.9458, 47.5604, 47.6096
0.02028, 31.898, 39.2563, 45.2498, 46.9445, 47.5591, 47.6082
0.020284, 31.8967, 39.255, 45.2485, 46.9432, 47.5578, 47.6069
0.020288, 31.8954, 39.2536, 45.2472, 46.9418, 47.5565, 47.6056
0.020292, 31.894, 39.2523, 45.2459, 46.9405, 47.5551, 47.6043
0.020296, 31.8927, 39.251, 45.2445, 46.9392, 47.5538, 47.603
0.0203, 31.8914, 39.2497, 45.2432, 46.9379, 47.5525, 47.6016
0.020304, 31.8901, 39.2484, 45.2419, 46.9365, 47.5512, 47.6003
0.020308, 31.8888, 39.247, 45.2406, 46.9352, 47.5499, 47.599
0.020312, 31.8875, 39.2457, 45.2392, 46.9339, 47.5485, 47.5977
0.020316, 31.8861, 39.2444, 45.2379, 46.9326, 47.5472, 47.5964
0.02032, 31.8848, 39.2431, 45.2366, 46.9313, 47.5459, 47.595
0.020324, 31.8835, 39.2418, 45.2353, 46.9299, 47.5446, 47.5937
0.020328, 31.8822, 39.2404, 45.234, 46.9286, 47.5433, 47.5924
0.020332, 31.8809, 39.2391, 45.2326, 46.9273, 47.5419, 47.5911
0.020336, 31.8796, 39.2378, 45.2313, 46.926, 47.5406, 47.5898
0.02034, 31.8783, 39.2365, 45.23, 46.9247, 47.5393, 47.5884
0.020344, 31.8769, 39.2352, 45.2287, 46.9233, 47.538, 47.5871
0.020348, 31.8756, 39.2338, 45.2274, 46.922, 47.5367, 47.5858
0.020352, 31.8743, 39.2325, 45.2261, 46.9207, 47.5353, 47.5845
0.020356, 31.873, 39.2312, 45.2247, 46.9194, 47.534, 47.5832
0.02036, 31.8717, 39.2299, 45.2234, 46.9181, 47.5327, 47.5818
0.020364, 31.8704, 39.2286, 45.2221, 46.9168, 47.5314, 47.5805
0.020368, 31.8691, 39.2273, 45.2208, 46.9154, 47.5301, 47.5792
0.020372, 31.8678, 39.2259, 45.2195, 46.9141, 47.5288, 47.5779
0.020376, 31.8665, 39.2246, 45.2182, 46.9128, 47.5274, 47.5766
0.02038, 31.8651, 39.2233, 45.2168, 46.9115, 47.5261, 47.5753
0.020384, 31.8638, 39.222, 45.2155, 46.9102, 47.5248, 47.5739
0.020388, 31.8625, 39.2207, 45.2142, 46.9089, 47.5235, 47.5726
0.020392, 31.8612, 39.2194, 45.2129, 46.9075, 47.5222, 47.5713
0.020396, 31.8599, 39.218, 45.2116, 46.9062, 47.5209, 47.57
0.0204, 31.8586, 39.2167, 45.2103, 46.9049, 47.5195, 47.5687
0.020404, 31.8573, 39.2154, 45.2089, 46.9036, 47.5182, 47.5674
0.020408, 31.856, 39.2141, 45.2076, 46.9023, 47.5169, 47.5661
0.020412, 31.8547, 39.2128, 45.2063, 46.901, 47.5156, 47.5647
0.020416, 31.8534, 39.2115, 45.205, 46.8997, 47.5143, 47.5634
0.02042, 31.8521, 39.2102, 45.2037, 46.8983, 47.513, 47.5621
0.020424, 31.8507, 39.2088, 45.2024, 46.897, 47.5117, 47.5608
0.020428, 31.8494, 39.2075, 45.2011, 46.8957, 47.5104, 47.5595
0.020432, 31.8481, 39.2062, 45.1998, 46.8944, 47.509, 47.5582
0.020436, 31.8468, 39.2049, 45.1984, 46.8931, 47.5077, 47.5569
0.02044, 31.8455, 39.2036, 45.1971, 46.8918, 47.5064, 47.5556
0.020444, 31.8442, 39.2023, 45.1958, 46.8905, 47.5051, 47.5542
0.020448, 31.8429, 39.201, 45.1945, 46.8892, 47.5038, 47.5529
0.020452, 31.8416, 39.1997, 45.1932, 46.8878, 47.5025, 47.5516
0.020456, 31.8403, 39.1984, 45.1919, 46.8865, 47.5012, 47.5503
0.02046, 31.839, 39.197, 45.1906, 46.8852, 47.4999, 47.549
0.020464, 31.8377, 39.1957, 45.1893, 46.8839, 47.4986, 47.5477
0.020468, 31.8364, 39.1944, 45.188, 46.8826, 47.4972, 47.5464
0.020472, 31.8351, 39.1931, 45.1866, 46.8813, 47.4959, 47.5451
0.020476, 31.8338, 39.1918, 45.1853, 46.88, 47.4946, 47.5438
0.02048, 31.8325, 39.1905, 45.184, 46.8787, 47.4933, 47.5425
0.020484, 31.8312, 39.1892, 45.1827, 46.8774, 47.492, 47.5411
0.020488, 31.8299, 39.1879, 45.1814, 46.8761, 47.4907, 47.5398
0.020492, 31.8286, 39.1866, 45.1801, 46.8748, 47.4894, 47.5385
0.020496, 31.8273, 39.1853, 45.1788, 46.8734, 47.4881, 47.5372
0.0205, 31.826, 39.184, 45.1775, 46.8721, 47.4868, 47.5359
0.020504, 31.8247, 39.1827, 45.1762, 46.8708, 47.4855, 47.5346
0.020508, 31.8234, 39.1813, 45.1749, 46.8695, 47.4842, 47.5333
0.020512, 31.8221, 39.18, 45.1736, 46.8682, 47.4829, 47.532
0.020516, 31.8208, 39.1787, 45.1723, 46.8669, 47.4816, 47.5307
0.02052, 31.8195, 39.1774, 45.171, 46.8656, 47.4802, 47.5294
0.020524, 31.8182, 39.1761, 45.1697, 46.8643, 47.4789, 47.5281
0.020528, 31.8169, 39.1748, 45.1683, 46.863, 47.4776, 47.5268
0.020532, 31.8156, 39.1735, 45.167, 46.8617, 47.4763, 47.5255
0.020536, 31.8143, 39.1722, 45.1657, 46.8604, 47.475, 47.5242
0.02054, 31.813, 39.1709, 45.1644, 46.8591, 47.4737, 47.5229
0.020544, 31.8117, 39.1696, 45.1631, 46.8578, 47.4724, 47.5216
0.020548, 31.8104, 39.1683, 45.1618, 46.8565, 47.4711, 47.5203
0.020552, 31.8091, 39.167, 45.1605, 46.8552, 47.4698, 47.5189
0.020556, 31.8078, 39.1657, 45.1592, 46.8539, 47.4685, 47.5176
0.02056, 31.8065, 39.1644, 45.1579, 46.8526, 47.4672, 47.5163
0.020564, 31.8052, 39.1631, 45.1566, 46.8513, 47.4659, 47.515
0.020568, 31.8039, 39.1618, 45.1553, 46.85, 47.4646, 47.5137
0.020572, 31.8026, 39.1605, 45.154, 46.8487, 47.4633, 47.5124
0.020576, 31.8013, 39.1592, 45.1527, 46.8474, 47.462, 47.5111
0.02058, 31.8, 39.1579, 45.1514, 46.8461, 47.4607, 47.5098
0.020584, 31.7987, 39.1566, 45.1501, 46.8448, 47.4594, 47.5085
0.020588, 31.7974, 39.1553, 45.1488, 46.8435, 47.4581, 47.5072
0.020592, 31.7961, 39.154, 45.1475, 46.8422, 47.4568, 47.5059
0.020596, 31.7948, 39.1527, 45.1462, 46.8409, 47.4555, 47.5046
0.0206, 31.7935, 39.1514, 45.1449, 46.8396, 47.4542, 47.5033
0.020604, 31.7922, 39.1501, 45.1436, 46.8383, 47.4529, 47.502
0.020608, 31.7909, 39.1488, 45.1423, 46.837, 47.4516, 47.5007
0.020612, 31.7896, 39.1475, 45.141, 46.8357, 47.4503, 47.4994
0.020616, 31.7883, 39.1462, 45.1397, 46.8344, 47.449, 47.4981
0.02062, 31.787, 39.1449, 45.1384, 46.8331, 47.4477, 47.4968
0.020624, 31.7857, 39.1436, 45.1371, 46.8318, 47.4464, 47.4955
0.020628, 31.7845, 39.1423, 45.1358, 46.8305, 47.4451, 47.4942
0.020632, 31.7832, 39.141, 45.1345, 46.8292, 47.4438, 47.4929
0.020636, 31.7819, 39.1397, 45.1332, 46.8279, 47.4425, 47.4916
0.02064, 31.7806, 39.1384, 45.1319, 46.8266, 47.4412, 47.4903
0.020644, 31.7793, 39.1371, 45.1306, 46.8253, 47.4399, 47.489
0.020648, 31.778, 39.1358, 45.1293, 46.824, 47.4386, 47.4877
0.020652, 31.7767, 39.1345, 45.128, 46.8227, 47.4373, 47.4865
0.020656, 31.7754, 39.1332, 45.1267, 46.8214, 47.436, 47.4852
0.02066, 31.7741, 39.1319, 45.1254, 46.8201, 47.4347, 47.4839
0.020664, 31.7728, 39.1306, 45.1241, 46.8188, 47.4334, 47.4826
0.020668, 31.7715, 39.1293, 45.1228, 46.8175, 47.4321, 47.4813
0.020672, 31.7703, 39.128, 45.1216, 46.8162, 47.4308, 47.48
0.020676, 31.769, 39.1267, 45.1203, 46.8149, 47.4295, 47.4787
0.02068, 31.7677, 39.1254, 45.119, 46.8136, 47.4282, 47.4774
0.020684, 31.7664, 39.1241, 45.1177, 46.8123, 47.427, 47.4761
0.020688, 31.7651, 39.1228, 45.1164, 46.811, 47.4257, 47.4748
0.020692, 31.7638, 39.1215, 45.1151, 46.8097, 47.4244, 47.4735
0.020696, 31.7625, 39.1203, 45.1138, 46.8084, 47.4231, 47.4722
0.0207, 31.7612, 39.119, 45.1125, 46.8071, 47.4218, 47.4709
0.020704, 31.7599, 39.1177, 45.1112, 46.8059, 47.4205, 47.4696
0.020708, 31.7587, 39.1164, 45.1099, 46.8046, 47.4192, 47.4683
0.020712, 31.7574, 39.1151, 45.1086, 46.8033, 47.4179, 47.467
0.020716, 31.7561, 39.1138, 45.1073, 46.802, 47.4166, 47.4658
0.02072, 31.7548, 39.1125, 45.106, 46.8007, 47.4153, 47.4645
0.020724, 31.7535, 39.1112, 45.1047, 46.7994, 47.414, 47.4632
0.020728, 31.7522, 39.1099, 45.1035, 46.7981, 47.4127, 47.4619
0.020732, 31.7509, 39.1086, 45.1022, 46.7968, 47.4114, 47.4606
0.020736, 31.7497, 39.1073, 45.1009, 46.7955, 47.4102, 47.4593
0.02074, 31.7484, 39.1061, 45.0996, 46.7942, 47.4089, 47.458
0.020744, 31.7471, 39.1048, 45.0983, 46.7929, 47.4076, 47.4567
0.020748, 31.7458, 39.1035, 45.097, 46.7917, 47.4063, 47.4554
0.020752, 31.7445, 39.1022, 45.0957, 46.7904, 47.405, 47.4541
0.020756, 31.7432, 39.1009, 45.0944, 46.7891, 47.4037, 47.4529
0.02076, 31.742, 39.0996, 45.0931, 46.7878, 47.4024, 47.4516
0.020764, 31.7407, 39.0983, 45.0918, 46.7865, 47.4011, 47.4503
0.020768, 31.7394, 39.097, 45.0906, 46.7852, 47.3998, 47.449
0.020772, 31.7381, 39.0957, 45.0893, 46.7839, 47.3986, 47.4477
0.020776, 31.7368, 39.0945, 45.088, 46.7826, 47.3973, 47.4464
0.02078, 31.7355, 39.0932, 45.0867, 46.7813, 47.396, 47.4451
0.020784, 31.7343, 39.0919, 45.0854, 46.7801, 47.3947, 47.4438
0.020788, 31.733, 39.0906, 45.0841, 46.7788, 47.3934, 47.4426
0.020792, 31.7317, 39.0893, 45.0828, 46.7775, 47.3921, 47.4413
0.020796, 31.7304, 39.088, 45.0816, 46.7762, 47.3908, 47.44
0.0208, 31.7291, 39.0867, 45.0803, 46.7749, 47.3896, 47.4387
0.020804, 31.7279, 39.0855, 45.079, 46.7736, 47.3883, 47.4374
0.020808, 31.7266, 39.0842, 45.0777, 46.7723, 47.387, 47.4361
0.020812, 31.7253, 39.0829, 45.0764, 46.7711, 47.3857, 47.4348
0.020816, 31.724, 39.0816, 45.0751, 46.7698, 47.3844, 47.4336
0.02082, 31.7227, 39.0803, 45.0738, 46.7685, 47.3831, 47.4323
0.020824, 31.7215, 39.079, 45.0726, 46.7672, 47.3818, 47.431
0.020828, 31.7202, 39.0777, 45.0713, 46.7659, 47.3806, 47.4297
0.020832, 31.7189, 39.0765, 45.07, 46.7646, 47.3793, 47.4284
0.020836, 31.7176, 39.0752, 45.0687, 46.7634, 47.378, 47.4271
0.02084, 31.7164, 39.0739, 45.0674, 46.7621, 47.3767, 47.4259
0.020844, 31.7151, 39.0726, 45.0661, 46.7608, 47.3754, 47.4246
0.020848, 31.7138, 39.0713, 45.0649, 46.7595, 47.3742, 47.4233
0.020852, 31.7125, 39.0701, 45.0636, 46.7582, 47.3729, 47.422
0.020856, 31.7112, 39.0688, 45.0623, 46.757, 47.3716, 47.4207
0.02086, 31.71, 39.0675, 45.061, 46.7557, 47.3703, 47.4194
0.020864, 31.7087, 39.0662, 45.0597, 46.7544, 47.369, 47.4182
0.020868, 31.7074, 39.0649, 45.0585, 46.7531, 47.3677, 47.4169
0.020872, 31.7061, 39.0636, 45.0572, 46.7518, 47.3665, 47.4156
0.020876, 31.7049, 39.0624, 45.0559, 46.7505, 47.3652, 47.4143
0.02088, 31.7036, 39.0611, 45.0546, 46.7493, 47.3639, 47.413
0.020884, 31.7023, 39.0598, 45.0533, 46.748, 47.3626, 47.4118
0.020888, 31.701, 39.0585, 45.0521, 46.7467, 47.3613, 47.4105
0.020892, 31.6998, 39.0572, 45.0508, 46.7454, 47.3601, 47.4092
0.020896, 31.6985, 39.056, 45.0495, 46.7442, 47.3588, 47.4079
0.0209, 31.6972, 39.0547, 45.0482, 46.7429, 47.3575, 47.4066
0.020904, 31.696, 39.0534, 45.0469, 46.7416, 47.3562, 47.4054
0.020908, 31.6947, 39.0521, 45.0457, 46.7403, 47.355, 47.4041
0.020912, 31.6934, 39.0509, 45.0444, 46.739, 47.3537, 47.4028
0.020916, 31.6921, 39.0496, 45.0431, 46.7378, 47.3524, 47.4015
0.02092, 31.6909, 39.0483, 45.0418, 46.7365, 47.3511, 47.4003
0.020924, 31.6896, 39.047, 45.0406, 46.7352, 47.3498, 47.399
0.020928, 31.6883, 39.0458, 45.0393, 46.7339, 47.3486, 47.3977
0.020932, 31.6871, 39.0445, 45.038, 46.7327, 47.3473, 47.3964
0.020936, 31.6858, 39.0432, 45.0367, 46.7314, 47.346, 47.3952
0.02094, 31.6845, 39.0419, 45.0355, 46.7301, 47.3447, 47.3939
0.020944, 31.6832, 39.0406, 45.0342, 46.7288, 47.3435, 47.3926
0.020948, 31.682, 39.0394, 45.0329, 46.7276, 47.3422, 47.3913
0.020952, 31.6807, 39.0381, 45.0316, 46.7263, 47.3409, 47.3901
0.020956, 31.6794, 39.0368, 45.0304, 46.725, 47.3396, 47.3888
0.02096, 31.6782, 39.0356, 45.0291, 46.7237, 47.3384, 47.3875
0.020964, 31.6769, 39.0343, 45.0278, 46.7225, 47.3371, 47.3862
0.020968, 31.6756, 39.033, 45.0265, 46.7212, 47.3358, 47.385
0.020972, 31.6744, 39.0317, 45.0253, 46.7199, 47.3345, 47.3837
0.020976, 31.6731, 39.0305, 45.024, 46.7186, 47.3333, 47.3824
0.02098, 31.6718, 39.0292, 45.0227, 46.7174, 47.332, 47.3811
0.020984, 31.6706, 39.0279, 45.0214, 46.7161, 47.3307, 47.3799
0.020988, 31.6693, 39.0266, 45.0202, 46.7148, 47.3295, 47.3786
0.020992, 31.668, 39.0254, 45.0189, 46.7136, 47.3282, 47.3773
0.020996, 31.6668, 39.0241, 45.0176, 46.7123, 47.3269, 47.3761
0.021, 31.6655, 39.0228, 45.0164, 46.711, 47.3256, 47.3748
0.021004, 31.6642, 39.0216, 45.0151, 46.7097, 47.3244, 47.3735
0.021008, 31.663, 39.0203, 45.0138, 46.7085, 47.3231, 47.3722
0.021012, 31.6617, 39.019, 45.0125, 46.7072, 47.3218, 47.371
0.021016, 31.6604, 39.0177, 45.0113, 46.7059, 47.3206, 47.3697
0.02102, 31.6592, 39.0165, 45.01, 46.7047, 47.3193, 47.3684
0.021024, 31.6579, 39.0152, 45.0087, 46.7034, 47.318, 47.3672
0.021028, 31.6566, 39.0139, 45.0075, 46.7021, 47.3168, 47.3659
0.021032, 31.6554, 39.0127, 45.0062, 46.7008, 47.3155, 47.3646
0.021036, 31.6541, 39.0114, 45.0049, 46.6996, 47.3142, 47.3634
0.02104, 31.6529, 39.0101, 45.0037, 46.6983, 47.3129, 47.3621
0.021044, 31.6516, 39.0089, 45.0024, 46.697, 47.3117, 47.3608
0.021048, 31.6503, 39.0076, 45.0011, 46.6958, 47.3104, 47.3596
0.021052, 31.6491, 39.0063, 44.9999, 46.6945, 47.3091, 47.3583
0.021056, 31.6478, 39.0051, 44.9986, 46.6932, 47.3079, 47.357
0.02106, 31.6465, 39.0038, 44.9973, 46.692, 47.3066, 47.3557
0.021064, 31.6453, 39.0025, 44.9961, 46.6907, 47.3053, 47.3545
0.021068, 31.644, 39.0013, 44.9948, 46.6894, 47.3041, 47.3532
0.021072, 31.6428, 39, 44.9935, 46.6882, 47.3028, 47.352
0.021076, 31.6415, 38.9987, 44.9923, 46.6869, 47.3015, 47.3507
0.02108, 31.6402, 38.9975, 44.991, 46.6856, 47.3003, 47.3494
0.021084, 31.639, 38.9962, 44.9897, 46.6844, 47.299, 47.3482
0.021088, 31.6377, 38.9949, 44.9885, 46.6831, 47.2978, 47.3469
0.021092, 31.6365, 38.9937, 44.9872, 46.6819, 47.2965, 47.3456
0.021096, 31.6352, 38.9924, 44.9859, 46.6806, 47.2952, 47.3444
0.0211, 31.6339, 38.9911, 44.9847, 46.6793, 47.294, 47.3431
0.021104, 31.6327, 38.9899, 44.9834, 46.6781, 47.2927, 47.3418
0.021108, 31.6314, 38.9886, 44.9821, 46.6768, 47.2914, 47.3406
0.021112, 31.6302, 38.9874, 44.9809, 46.6755, 47.2902, 47.3393
0.021116, 31.6289, 38.9861, 44.9796, 46.6743, 47.2889, 47.338
0.02112, 31.6277, 38.9848, 44.9784, 46.673, 47.2876, 47.3368
0.021124, 31.6264, 38.9836, 44.9771, 46.6717, 47.2864, 47.3355
0.021128, 31.6251, 38.9823, 44.9758, 46.6705, 47.2851, 47.3343
0.021132, 31.6239, 38.981, 44.9746, 46.6692, 47.2839, 47.333
0.021136, 31.6226, 38.9798, 44.9733, 46.668, 47.2826, 47.3317
0.02114, 31.6214, 38.9785, 44.972, 46.6667, 47.2813, 47.3305
0.021144, 31.6201, 38.9773, 44.9708, 46.6654, 47.2801, 47.3292
0.021148, 31.6189, 38.976, 44.9695, 46.6642, 47.2788, 47.328
0.021152, 31.6176, 38.9747, 44.9683, 46.6629, 47.2776, 47.3267
0.021156, 31.6164, 38.9735, 44.967, 46.6617, 47.2763, 47.3254
0.02116, 31.6151, 38.9722, 44.9657, 46.6604, 47.275, 47.3242
0.021164, 31.6139, 38.971, 44.9645, 46.6591, 47.2738, 47.3229
0.021168, 31.6126, 38.9697, 44.9632, 46.6579, 47.2725, 47.3217
0.021172, 31.6113, 38.9684, 44.962, 46.6566, 47.2713, 47.3204
0.021176, 31.6101, 38.9672, 44.9607, 46.6554, 47.27, 47.3191
0.02118, 31.6088, 38.9659, 44.9595, 46.6541, 47.2687, 47.3179
0.021184, 31.6076, 38.9647, 44.9582, 46.6528, 47.2675, 47.3166
0.021188, 31.6063, 38.9634, 44.9569, 46.6516, 47.2662, 47.3154
0.021192, 31.6051, 38.9622, 44.9557, 46.6503, 47.265, 47.3141
0.021196, 31.6038, 38.9609, 44.9544, 46.6491, 47.2637, 47.3128
0.0212, 31.6026, 38.9596, 44.9532, 46.6478, 47.2625, 47.3116
0.021204, 31.6013, 38.9584, 44.9519, 46.6466, 47.2612, 47.3103
0.021208, 31.6001, 38.9571, 44.9507, 46.6453, 47.2599, 47.3091
0.021212, 31.5988, 38.9559, 44.9494, 46.644, 47.2587, 47.3078
0.021216, 31.5976, 38.9546, 44.9481, 46.6428, 47.2574, 47.3066
0.02122, 31.5963, 38.9534, 44.9469, 46.6415, 47.2562, 47.3053
0.021224, 31.5951, 38.9521, 44.9456, 46.6403, 47.2549, 47.3041
0.021228, 31.5938, 38.9508, 44.9444, 46.639, 47.2537, 47.3028
0.021232, 31.5926, 38.9496, 44.9431, 46.6378, 47.2524, 47.3015
0.021236, 31.5913, 38.9483, 44.9419, 46.6365, 47.2512, 47.3003
0.02124, 31.5901, 38.9471, 44.9406, 46.6353, 47.2499, 47.299
0.021244, 31.5888, 38.9458, 44.9394, 46.634, 47.2486, 47.2978
0.021248, 31.5876, 38.9446, 44.9381, 46.6328, 47.2474, 47.2965
0.021252, 31.5863, 38.9433, 44.9369, 46.6315, 47.2461, 47.2953
0.021256, 31.5851, 38.9421, 44.9356, 46.6303, 47.2449, 47.294
0.02126, 31.5838, 38.9408, 44.9344, 46.629, 47.2436, 47.2928
0.021264, 31.5826, 38.9396, 44.9331, 46.6277, 47.2424, 47.2915
0.021268, 31.5814, 38.9383, 44.9318, 46.6265, 47.2411, 47.2903
0.021272, 31.5801, 38.9371, 44.9306, 46.6252, 47.2399, 47.289
0.021276, 31.5789, 38.9358, 44.9293, 46.624, 47.2386, 47.2878
0.02128, 31.5776, 38.9346, 44.9281, 46.6227, 47.2374, 47.2865
0.021284, 31.5764, 38.9333, 44.9268, 46.6215, 47.2361, 47.2853
0.021288, 31.5751, 38.9321, 44.9256, 46.6202, 47.2349, 47.284
0.021292, 31.5739, 38.9308, 44.9243, 46.619, 47.2336, 47.2828
0.021296, 31.5726, 38.9296, 44.9231, 46.6177, 47.2324, 47.2815
0.0213, 31.5714, 38.9283, 44.9218, 46.6165, 47.2311, 47.2803
0.021304, 31.5701, 38.9271, 44.9206, 46.6152, 47.2299, 47.279
0.021308, 31.5689, 38.9258, 44.9193, 46.614, 47.2286, 47.2778
0.021312, 31.5677, 38.9246, 44.9181, 46.6127, 47.2274, 47.2765
0.021316, 31.5664, 38.9233, 44.9168, 46.6115, 47.2261, 47.2753
0.02132, 31.5652, 38.9221, 44.9156, 46.6102, 47.2249, 47.274
0.021324, 31.5639, 38.9208, 44.9144, 46.609, 47.2236, 47.2728
0.021328, 31.5627, 38.9196, 44.9131, 46.6078, 47.2224, 47.2715
0.021332, 31.5614, 38.9183, 44.9119, 46.6065, 47.2211, 47.2703
0.021336, 31.5602, 38.9171, 44.9106, 46.6053, 47.2199, 47.269
0.02134, 31.559, 38.9158, 44.9094, 46.604, 47.2186, 47.2678
0.021344, 31.5577, 38.9146, 44.9081, 46.6028, 47.2174, 47.2665
0.021348, 31.5565, 38.9133, 44.9069, 46.6015, 47.2162, 47.2653
0.021352, 31.5552, 38.9121, 44.9056, 46.6003, 47.2149, 47.264
0.021356, 31.554, 38.9108, 44.9044, 46.599, 47.2137, 47.2628
0.02136, 31.5528, 38.9096, 44.9031, 46.5978, 47.2124, 47.2616
0.021364, 31.5515, 38.9084, 44.9019, 46.5965, 47.2112, 47.2603
0.021368, 31.5503, 38.9071, 44.9006, 46.5953, 47.2099, 47.2591
0.021372, 31.549, 38.9059, 44.8994, 46.594, 47.2087, 47.2578
0.021376, 31.5478, 38.9046, 44.8982, 46.5928, 47.2074, 47.2566
0.02138, 31.5466, 38.9034, 44.8969, 46.5916, 47.2062, 47.2553
0.021384, 31.5453, 38.9021, 44.8957, 46.5903, 47.205, 47.2541
0.021388, 31.5441, 38.9009, 44.8944, 46.5891, 47.2037, 47.2528
0.021392, 31.5429, 38.8997, 44.8932, 46.5878, 47.2025, 47.2516
0.021396, 31.5416, 38.8984, 44.8919, 46.5866, 47.2012, 47.2504
0.0214, 31.5404, 38.8972, 44.8907, 46.5853, 47.2, 47.2491
0.021404, 31.5391, 38.8959, 44.8895, 46.5841, 47.1987, 47.2479
0.021408, 31.5379, 38.8947, 44.8882, 46.5829, 47.1975, 47.2466
0.021412, 31.5367, 38.8934, 44.887, 46.5816, 47.1963, 47.2454
0.021416, 31.5354, 38.8922, 44.8857, 46.5804, 47.195, 47.2442
0.02142, 31.5342, 38.891, 44.8845, 46.5791, 47.1938, 47.2429
0.021424, 31.533, 38.8897, 44.8832, 46.5779, 47.1925, 47.2417
0.021428, 31.5317, 38.8885, 44.882, 46.5767, 47.1913, 47.2404
0.021432, 31.5305, 38.8872, 44.8808, 46.5754, 47.1901, 47.2392
0.021436, 31.5293, 38.886, 44.8795, 46.5742, 47.1888, 47.238
0.02144, 31.528, 38.8848, 44.8783, 46.5729, 47.1876, 47.2367
0.021444, 31.5268, 38.8835, 44.877, 46.5717, 47.1863, 47.2355
0.021448, 31.5256, 38.8823, 44.8758, 46.5705, 47.1851, 47.2342
0.021452, 31.5243, 38.881, 44.8746, 46.5692, 47.1839, 47.233
0.021456, 31.5231, 38.8798, 44.8733, 46.568, 47.1826, 47.2318
0.02146, 31.5219, 38.8786, 44.8721, 46.5667, 47.1814, 47.2305
0.021464, 31.5206, 38.8773, 44.8709, 46.5655, 47.1801, 47.2293
0.021468, 31.5194, 38.8761, 44.8696, 46.5643, 47.1789, 47.228
0.021472, 31.5182, 38.8749, 44.8684, 46.563, 47.1777, 47.2268
0.021476, 31.5169, 38.8736, 44.8671, 46.5618, 47.1764, 47.2256
0.02148, 31.5157, 38.8724, 44.8659, 46.5606, 47.1752, 47.2243
0.021484, 31.5145, 38.8711, 44.8647, 46.5593, 47.174, 47.2231
0.021488, 31.5132, 38.8699, 44.8634, 46.5581, 47.1727, 47.2219
0.021492, 31.512, 38.8687, 44.8622, 46.5569, 47.1715, 47.2206
0.021496, 31.5108, 38.8674, 44.861, 46.5556, 47.1703, 47.2194
0.0215, 31.5095, 38.8662, 44.8597, 46.5544, 47.169, 47.2182
0.021504, 31.5083, 38.865, 44.8585, 46.5531, 47.1678, 47.2169
0.021508, 31.5071, 38.8637, 44.8573, 46.5519, 47.1665, 47.2157
0.021512, 31.5059, 38.8625, 44.856, 46.5507, 47.1653, 47.2145
0.021516, 31.5046, 38.8613, 44.8548, 46.5494, 47.1641, 47.2132
0.02152, 31.5034, 38.86, 44.8536, 46.5482, 47.1628, 47.212
0.021524, 31.5022, 38.8588, 44.8523, 46.547, 47.1616, 47.2108
0.021528, 31.5009, 38.8576, 44.8511, 46.5457, 47.1604, 47.2095
0.021532, 31.4997, 38.8563, 44.8499, 46.5445, 47.1591, 47.2083
0.021536, 31.4985, 38.8551, 44.8486, 46.5433, 47.1579, 47.2071
0.02154, 31.4973, 38.8539, 44.8474, 46.542, 47.1567, 47.2058
0.021544, 31.496, 38.8526, 44.8462, 46.5408, 47.1554, 47.2046
0.021548, 31.4948, 38.8514, 44.8449, 46.5396, 47.1542, 47.2034
0.021552, 31.4936, 38.8502, 44.8437, 46.5383, 47.153, 47.2021
0.021556, 31.4924, 38.8489, 44.8425, 46.5371, 47.1518, 47.2009
0.02156, 31.4911, 38.8477, 44.8412, 46.5359, 47.1505, 47.1997
0.021564, 31.4899, 38.8465, 44.84, 46.5347, 47.1493, 47.1984
0.021568, 31.4887, 38.8452, 44.8388, 46.5334, 47.1481, 47.1972
0.021572, 31.4875, 38.844, 44.8375, 46.5322, 47.1468, 47.196
0.021576, 31.4862, 38.8428, 44.8363, 46.531, 47.1456, 47.1947
0.02158, 31.485, 38.8416, 44.8351, 46.5297, 47.1444, 47.1935
0.021584, 31.4838, 38.8403, 44.8339, 46.5285, 47.1431, 47.1923
0.021588, 31.4826, 38.8391, 44.8326, 46.5273, 47.1419, 47.1911
