x, T, Texact
0, 58.4487, 58.4523
4e-06, 58.4457, 58.4493
8e-06, 58.4426, 58.4462
1.2e-05, 58.4396, 58.4432
1.6e-05, 58.4365, 58.4401
2e-05, 58.4335, 58.4371
2.4e-05, 58.4305, 58.434
2.8e-05, 58.4274, 58.431
3.2e-05, 58.4244, 58.4279
3.6e-05, 58.4213, 58.4249
4e-05, 58.4183, 58.4219
4.4e-05, 58.4152, 58.4188
4.8e-05, 58.4122, 58.4158
5.2e-05, 58.4091, 58.4127
5.6e-05, 58.4061, 58.4097
6e-05, 58.4031, 58.4066
6.4e-05, 58.4, 58.4036
6.8e-05, 58.397, 58.4005
7.2e-05, 58.3939, 58.3975
7.6e-05, 58.3909, 58.3945
8e-05, 58.3878, 58.3914
8.4e-05, 58.3848, 58.3884
8.8e-05, 58.3818, 58.3853
9.2e-05, 58.3787, 58.3823
9.6e-05, 58.3757, 58.3793
0.0001, 58.3726, 58.3762
0.000104, 58.3696, 58.3732
0.000108, 58.3666, 58.3701
0.000112, 58.3635, 58.3671
0.000116, 58.3605, 58.3641
0.00012, 58.3575, 58.361
0.000124, 58.3544, 58.358
0.000128, 58.3514, 58.355
0.000132, 58.3483, 58.3519
0.000136, 58.3453, 58.3489
0.00014, 58.3423, 58.3459
0.000144, 58.3392, 58.3428
0.000148, 58.3362, 58.3398
0.000152, 58.3332, 58.3368
0.000156, 58.3301, 58.3337
0.00016, 58.3271, 58.3307
0.000164, 58.3241, 58.3277
0.000168, 58.321, 58.3246
0.000172, 58.318, 58.3216
0.000176, 58.315, 58.3186
0.00018, 58.312, 58.3155
0.000184, 58.3089, 58.3125
0.000188, 58.3059, 58.3095
0.000192, 58.3029, 58.3064
0.000196, 58.2998, 58.3034
0.0002, 58.2968, 58.3004
0.000204, 58.2938, 58.2974
0.000208, 58.2907, 58.2943
0.000212, 58.2877, 58.2913
0.000216, 58.2847, 58.2883
0.00022, 58.2817, 58.2852
0.000224, 58.2786, 58.2822
0.000228, 58.2756, 58.2792
0.000232, 58.2726, 58.2762
0.000236, 58.2696, 58.2731
0.00024, 58.2665, 58.2701
0.000244, 58.2635, 58.2671
0.000248, 58.2605, 58.2641
0.000252, 58.2575, 58.261
0.000256, 58.2544, 58.258
0.00026, 58.2514, 58.255
0.000264, 58.2484, 58.252
0.000268, 58.2454, 58.2489
0.000272, 58.2424, 58.2459
0.000276, 58.2393, 58.2429
0.00028, 58.2363, 58.2399
0.000284, 58.2333, 58.2369
0.000288, 58.2303, 58.2338
0.000292, 58.2273, 58.2308
0.000296, 58.2242, 58.2278
0.0003, 58.2212, 58.2248
0.000304, 58.2182, 58.2218
0.000308, 58.2152, 58.2188
0.000312, 58.2122, 58.2157
0.000316, 58.2091, 58.2127
0.00032, 58.2061, 58.2097
0.000324, 58.2031, 58.2067
0.000328, 58.2001, 58.2037
0.000332, 58.1971, 58.2007
0.000336, 58.1941, 58.1976
0.00034, 58.1911, 58.1946
0.000344, 58.188, 58.1916
0.000348, 58.185, 58.1886
0.000352, 58.182, 58.1856
0.000356, 58.179, 58.1826
0.00036, 58.176, 58.1796
0.000364, 58.173, 58.1765
0.000368, 58.17, 58.1735
0.000372, 58.1669, 58.1705
0.000376, 58.1639, 58.1675
0.00038, 58.1609, 58.1645
0.000384, 58.1579, 58.1615
0.000388, 58.1549, 58.1585
0.000392, 58.1519, 58.1555
0.000396, 58.1489, 58.1525
0.0004, 58.1459, 58.1494
0.000404, 58.1429, 58.1464
0.000408, 58.1399, 58.1434
0.000412, 58.1369, 58.1404
0.000416, 58.1339, 58.1374
0.00042, 58.1308, 58.1344
0.000424, 58.1278, 58.1314
0.000428, 58.1248, 58.1284
0.000432, 58.1218, 58.1254
0.000436, 58.1188, 58.1224
0.00044, 58.1158, 58.1194
0.000444, 58.1128, 58.1164
0.000448, 58.1098, 58.1134
0.000452, 58.1068, 58.1104
0.000456, 58.1038, 58.1074
0.00046, 58.1008, 58.1044
0.000464, 58.0978, 58.1014
0.000468, 58.0948, 58.0984
0.000472, 58.0918, 58.0954
0.000476, 58.0888, 58.0924
0.00048, 58.0858, 58.0894
0.000484, 58.0828, 58.0864
0.000488, 58.0798, 58.0834
0.000492, 58.0768, 58.0804
0.000496, 58.0738, 58.0774
0.0005, 58.0708, 58.0744
0.000504, 58.0678, 58.0714
0.000508, 58.0648, 58.0684
0.000512, 58.0618, 58.0654
0.000516, 58.0588, 58.0624
0.00052, 58.0558, 58.0594
0.000524, 58.0528, 58.0564
0.000528, 58.0498, 58.0534
0.000532, 58.0468, 58.0504
0.000536, 58.0438, 58.0474
0.00054, 58.0408, 58.0444
0.000544, 58.0378, 58.0414
0.000548, 58.0348, 58.0384
0.000552, 58.0319, 58.0354
0.000556, 58.0289, 58.0324
0.00056, 58.0259, 58.0294
0.000564, 58.0229, 58.0264
0.000568, 58.0199, 58.0234
0.000572, 58.0169, 58.0204
0.000576, 58.0139, 58.0175
0.00058, 58.0109, 58.0145
0.000584, 58.0079, 58.0115
0.000588, 58.0049, 58.0085
0.000592, 58.0019, 58.0055
0.000596, 57.9989, 58.0025
0.0006, 57.996, 57.9995
0.000604, 57.993, 57.9965
0.000608, 57.99, 57.9935
0.000612, 57.987, 57.9906
0.000616, 57.984, 57.9876
0.00062, 57.981, 57.9846
0.000624, 57.978, 57.9816
0.000628, 57.9751, 57.9786
0.000632, 57.9721, 57.9756
0.000636, 57.9691, 57.9726
0.00064, 57.9661, 57.9697
0.000644, 57.9631, 57.9667
0.000648, 57.9601, 57.9637
0.000652, 57.9571, 57.9607
0.000656, 57.9542, 57.9577
0.00066, 57.9512, 57.9547
0.000664, 57.9482, 57.9518
0.000668, 57.9452, 57.9488
0.000672, 57.9422, 57.9458
0.000676, 57.9393, 57.9428
0.00068, 57.9363, 57.9398
0.000684, 57.9333, 57.9368
0.000688, 57.9303, 57.9339
0.000692, 57.9273, 57.9309
0.000696, 57.9244, 57.9279
0.0007, 57.9214, 57.9249
0.000704, 57.9184, 57.9219
0.000708, 57.9154, 57.919
0.000712, 57.9124, 57.916
0.000716, 57.9095, 57.913
0.00072, 57.9065, 57.91
0.000724, 57.9035, 57.9071
0.000728, 57.9005, 57.9041
0.000732, 57.8976, 57.9011
0.000736, 57.8946, 57.8981
0.00074, 57.8916, 57.8952
0.000744, 57.8886, 57.8922
0.000748, 57.8857, 57.8892
0.000752, 57.8827, 57.8862
0.000756, 57.8797, 57.8833
0.00076, 57.8767, 57.8803
0.000764, 57.8738, 57.8773
0.000768, 57.8708, 57.8743
0.000772, 57.8678, 57.8714
0.000776, 57.8649, 57.8684
0.00078, 57.8619, 57.8654
0.000784, 57.8589, 57.8625
0.000788, 57.8559, 57.8595
0.000792, 57.853, 57.8565
0.000796, 57.85, 57.8536
0.0008, 57.847, 57.8506
0.000804, 57.8441, 57.8476
0.000808, 57.8411, 57.8447
0.000812, 57.8381, 57.8417
0.000816, 57.8352, 57.8387
0.00082, 57.8322, 57.8357
0.000824, 57.8292, 57.8328
0.000828, 57.8263, 57.8298
0.000832, 57.8233, 57.8269
0.000836, 57.8203, 57.8239
0.00084, 57.8174, 57.8209
0.000844, 57.8144, 57.818
0.000848, 57.8115, 57.815
0.000852, 57.8085, 57.812
0.000856, 57.8055, 57.8091
0.00086, 57.8026, 57.8061
0.000864, 57.7996, 57.8031
0.000868, 57.7966, 57.8002
0.000872, 57.7937, 57.7972
0.000876, 57.7907, 57.7943
0.00088, 57.7878, 57.7913
0.000884, 57.7848, 57.7883
0.000888, 57.7818, 57.7854
0.000892, 57.7789, 57.7824
0.000896, 57.7759, 57.7795
0.0009, 57.773, 57.7765
0.000904, 57.77, 57.7735
0.000908, 57.767, 57.7706
0.000912, 57.7641, 57.7676
0.000916, 57.7611, 57.7647
0.00092, 57.7582, 57.7617
0.000924, 57.7552, 57.7588
0.000928, 57.7523, 57.7558
0.000932, 57.7493, 57.7528
0.000936, 57.7463, 57.7499
0.00094, 57.7434, 57.7469
0.000944, 57.7404, 57.744
0.000948, 57.7375, 57.741
0.000952, 57.7345, 57.7381
0.000956, 57.7316, 57.7351
0.00096, 57.7286, 57.7322
0.000964, 57.7257, 57.7292
0.000968, 57.7227, 57.7263
0.000972, 57.7198, 57.7233
0.000976, 57.7168, 57.7204
0.00098, 57.7139, 57.7174
0.000984, 57.7109, 57.7145
0.000988, 57.708, 57.7115
0.000992, 57.705, 57.7086
0.000996, 57.7021, 57.7056
0.001, 57.6991, 57.7027
0.001004, 57.6962, 57.6997
0.001008, 57.6932, 57.6968
0.001012, 57.6903, 57.6938
0.001016, 57.6873, 57.6909
0.00102, 57.6844, 57.6879
0.001024, 57.6814, 57.685
0.001028, 57.6785, 57.682
0.001032, 57.6755, 57.6791
0.001036, 57.6726, 57.6761
0.00104, 57.6697, 57.6732
0.001044, 57.6667, 57.6702
0.001048, 57.6638, 57.6673
0.001052, 57.6608, 57.6644
0.001056, 57.6579, 57.6614
0.00106, 57.6549, 57.6585
0.001064, 57.652, 57.6555
0.001068, 57.6491, 57.6526
0.001072, 57.6461, 57.6496
0.001076, 57.6432, 57.6467
0.00108, 57.6402, 57.6438
0.001084, 57.6373, 57.6408
0.001088, 57.6343, 57.6379
0.001092, 57.6314, 57.6349
0.001096, 57.6285, 57.632
0.0011, 57.6255, 57.6291
0.001104, 57.6226, 57.6261
0.001108, 57.6197, 57.6232
0.001112, 57.6167, 57.6202
0.001116, 57.6138, 57.6173
0.00112, 57.6108, 57.6144
0.001124, 57.6079, 57.6114
0.001128, 57.605, 57.6085
0.001132, 57.602, 57.6056
0.001136, 57.5991, 57.6026
0.00114, 57.5962, 57.5997
0.001144, 57.5932, 57.5968
0.001148, 57.5903, 57.5938
0.001152, 57.5874, 57.5909
0.001156, 57.5844, 57.588
0.00116, 57.5815, 57.585
0.001164, 57.5786, 57.5821
0.001168, 57.5756, 57.5792
0.001172, 57.5727, 57.5762
0.001176, 57.5698, 57.5733
0.00118, 57.5668, 57.5704
0.001184, 57.5639, 57.5674
0.001188, 57.561, 57.5645
0.001192, 57.5581, 57.5616
0.001196, 57.5551, 57.5586
0.0012, 57.5522, 57.5557
0.001204, 57.5493, 57.5528
0.001208, 57.5463, 57.5499
0.001212, 57.5434, 57.5469
0.001216, 57.5405, 57.544
0.00122, 57.5376, 57.5411
0.001224, 57.5346, 57.5382
0.001228, 57.5317, 57.5352
0.001232, 57.5288, 57.5323
0.001236, 57.5258, 57.5294
0.00124, 57.5229, 57.5264
0.001244, 57.52, 57.5235
0.001248, 57.5171, 57.5206
0.001252, 57.5142, 57.5177
0.001256, 57.5112, 57.5148
0.00126, 57.5083, 57.5118
0.001264, 57.5054, 57.5089
0.001268, 57.5025, 57.506
0.001272, 57.4995, 57.5031
0.001276, 57.4966, 57.5001
0.00128, 57.4937, 57.4972
0.001284, 57.4908, 57.4943
0.001288, 57.4879, 57.4914
0.001292, 57.4849, 57.4885
0.001296, 57.482, 57.4855
0.0013, 57.4791, 57.4826
0.001304, 57.4762, 57.4797
0.001308, 57.4733, 57.4768
0.001312, 57.4703, 57.4739
0.001316, 57.4674, 57.4709
0.00132, 57.4645, 57.468
0.001324, 57.4616, 57.4651
0.001328, 57.4587, 57.4622
0.001332, 57.4558, 57.4593
0.001336, 57.4528, 57.4564
0.00134, 57.4499, 57.4534
0.001344, 57.447, 57.4505
0.001348, 57.4441, 57.4476
0.001352, 57.4412, 57.4447
0.001356, 57.4383, 57.4418
0.00136, 57.4354, 57.4389
0.001364, 57.4324, 57.436
0.001368, 57.4295, 57.4331
0.001372, 57.4266, 57.4301
0.001376, 57.4237, 57.4272
0.00138, 57.4208, 57.4243
0.001384, 57.4179, 57.4214
0.001388, 57.415, 57.4185
0.001392, 57.4121, 57.4156
0.001396, 57.4092, 57.4127
0.0014, 57.4063, 57.4098
0.001404, 57.4033, 57.4069
0.001408, 57.4004, 57.404
0.001412, 57.3975, 57.401
0.001416, 57.3946, 57.3981
0.00142, 57.3917, 57.3952
0.001424, 57.3888, 57.3923
0.001428, 57.3859, 57.3894
0.001432, 57.383, 57.3865
0.001436, 57.3801, 57.3836
0.00144, 57.3772, 57.3807
0.001444, 57.3743, 57.3778
0.001448, 57.3714, 57.3749
0.001452, 57.3685, 57.372
0.001456, 57.3656, 57.3691
0.00146, 57.3627, 57.3662
0.001464, 57.3598, 57.3633
0.001468, 57.3569, 57.3604
0.001472, 57.354, 57.3575
0.001476, 57.3511, 57.3546
0.00148, 57.3482, 57.3517
0.001484, 57.3453, 57.3488
0.001488, 57.3424, 57.3459
0.001492, 57.3395, 57.343
0.001496, 57.3366, 57.3401
0.0015, 57.3337, 57.3372
0.001504, 57.3308, 57.3343
0.001508, 57.3279, 57.3314
0.001512, 57.325, 57.3285
0.001516, 57.3221, 57.3256
0.00152, 57.3192, 57.3227
0.001524, 57.3163, 57.3198
0.001528, 57.3134, 57.3169
0.001532, 57.3105, 57.314
0.001536, 57.3076, 57.3111
0.00154, 57.3047, 57.3082
0.001544, 57.3018, 57.3053
0.001548, 57.2989, 57.3024
0.001552, 57.296, 57.2995
0.001556, 57.2931, 57.2966
0.00156, 57.2902, 57.2937
0.001564, 57.2873, 57.2908
0.001568, 57.2844, 57.2879
0.001572, 57.2815, 57.285
0.001576, 57.2786, 57.2821
0.00158, 57.2757, 57.2793
0.001584, 57.2729, 57.2764
0.001588, 57.27, 57.2735
0.001592, 57.2671, 57.2706
0.001596, 57.2642, 57.2677
0.0016, 57.2613, 57.2648
0.001604, 57.2584, 57.2619
0.001608, 57.2555, 57.259
0.001612, 57.2526, 57.2561
0.001616, 57.2497, 57.2533
0.00162, 57.2469, 57.2504
0.001624, 57.244, 57.2475
0.001628, 57.2411, 57.2446
0.001632, 57.2382, 57.2417
0.001636, 57.2353, 57.2388
0.00164, 57.2324, 57.2359
0.001644, 57.2295, 57.233
0.001648, 57.2267, 57.2302
0.001652, 57.2238, 57.2273
0.001656, 57.2209, 57.2244
0.00166, 57.218, 57.2215
0.001664, 57.2151, 57.2186
0.001668, 57.2122, 57.2157
0.001672, 57.2094, 57.2129
0.001676, 57.2065, 57.21
0.00168, 57.2036, 57.2071
0.001684, 57.2007, 57.2042
0.001688, 57.1978, 57.2013
0.001692, 57.1949, 57.1985
0.001696, 57.1921, 57.1956
0.0017, 57.1892, 57.1927
0.001704, 57.1863, 57.1898
0.001708, 57.1834, 57.1869
0.001712, 57.1806, 57.1841
0.001716, 57.1777, 57.1812
0.00172, 57.1748, 57.1783
0.001724, 57.1719, 57.1754
0.001728, 57.169, 57.1725
0.001732, 57.1662, 57.1697
0.001736, 57.1633, 57.1668
0.00174, 57.1604, 57.1639
0.001744, 57.1575, 57.161
0.001748, 57.1547, 57.1582
0.001752, 57.1518, 57.1553
0.001756, 57.1489, 57.1524
0.00176, 57.146, 57.1495
0.001764, 57.1432, 57.1467
0.001768, 57.1403, 57.1438
0.001772, 57.1374, 57.1409
0.001776, 57.1346, 57.138
0.00178, 57.1317, 57.1352
0.001784, 57.1288, 57.1323
0.001788, 57.1259, 57.1294
0.001792, 57.1231, 57.1266
0.001796, 57.1202, 57.1237
0.0018, 57.1173, 57.1208
0.001804, 57.1145, 57.118
0.001808, 57.1116, 57.1151
0.001812, 57.1087, 57.1122
0.001816, 57.1058, 57.1093
0.00182, 57.103, 57.1065
0.001824, 57.1001, 57.1036
0.001828, 57.0972, 57.1007
0.001832, 57.0944, 57.0979
0.001836, 57.0915, 57.095
0.00184, 57.0886, 57.0921
0.001844, 57.0858, 57.0893
0.001848, 57.0829, 57.0864
0.001852, 57.0801, 57.0835
0.001856, 57.0772, 57.0807
0.00186, 57.0743, 57.0778
0.001864, 57.0715, 57.075
0.001868, 57.0686, 57.0721
0.001872, 57.0657, 57.0692
0.001876, 57.0629, 57.0664
0.00188, 57.06, 57.0635
0.001884, 57.0571, 57.0606
0.001888, 57.0543, 57.0578
0.001892, 57.0514, 57.0549
0.001896, 57.0486, 57.0521
0.0019, 57.0457, 57.0492
0.001904, 57.0428, 57.0463
0.001908, 57.04, 57.0435
0.001912, 57.0371, 57.0406
0.001916, 57.0343, 57.0378
0.00192, 57.0314, 57.0349
0.001924, 57.0286, 57.032
0.001928, 57.0257, 57.0292
0.001932, 57.0228, 57.0263
0.001936, 57.02, 57.0235
0.00194, 57.0171, 57.0206
0.001944, 57.0143, 57.0178
0.001948, 57.0114, 57.0149
0.001952, 57.0086, 57.0121
0.001956, 57.0057, 57.0092
0.00196, 57.0029, 57.0063
0.001964, 57, 57.0035
0.001968, 56.9971, 57.0006
0.001972, 56.9943, 56.9978
0.001976, 56.9914, 56.9949
0.00198, 56.9886, 56.9921
0.001984, 56.9857, 56.9892
0.001988, 56.9829, 56.9864
0.001992, 56.98, 56.9835
0.001996, 56.9772, 56.9807
0.002, 56.9743, 56.9778
0.002004, 56.9715, 56.975
0.002008, 56.9686, 56.9721
0.002012, 56.9658, 56.9693
0.002016, 56.9629, 56.9664
0.00202, 56.9601, 56.9636
0.002024, 56.9572, 56.9607
0.002028, 56.9544, 56.9579
0.002032, 56.9515, 56.955
0.002036, 56.9487, 56.9522
0.00204, 56.9458, 56.9493
0.002044, 56.943, 56.9465
0.002048, 56.9402, 56.9436
0.002052, 56.9373, 56.9408
0.002056, 56.9345, 56.938
0.00206, 56.9316, 56.9351
0.002064, 56.9288, 56.9323
0.002068, 56.9259, 56.9294
0.002072, 56.9231, 56.9266
0.002076, 56.9202, 56.9237
0.00208, 56.9174, 56.9209
0.002084, 56.9146, 56.918
0.002088, 56.9117, 56.9152
0.002092, 56.9089, 56.9124
0.002096, 56.906, 56.9095
0.0021, 56.9032, 56.9067
0.002104, 56.9004, 56.9038
0.002108, 56.8975, 56.901
0.002112, 56.8947, 56.8982
0.002116, 56.8918, 56.8953
0.00212, 56.889, 56.8925
0.002124, 56.8862, 56.8896
0.002128, 56.8833, 56.8868
0.002132, 56.8805, 56.884
0.002136, 56.8777, 56.8811
0.00214, 56.8748, 56.8783
0.002144, 56.872, 56.8755
0.002148, 56.8691, 56.8726
0.002152, 56.8663, 56.8698
0.002156, 56.8635, 56.867
0.00216, 56.8606, 56.8641
0.002164, 56.8578, 56.8613
0.002168, 56.855, 56.8584
0.002172, 56.8521, 56.8556
0.002176, 56.8493, 56.8528
0.00218, 56.8465, 56.8499
0.002184, 56.8436, 56.8471
0.002188, 56.8408, 56.8443
0.002192, 56.838, 56.8415
0.002196, 56.8351, 56.8386
0.0022, 56.8323, 56.8358
0.002204, 56.8295, 56.833
0.002208, 56.8266, 56.8301
0.002212, 56.8238, 56.8273
0.002216, 56.821, 56.8245
0.00222, 56.8182, 56.8216
0.002224, 56.8153, 56.8188
0.002228, 56.8125, 56.816
0.002232, 56.8097, 56.8132
0.002236, 56.8068, 56.8103
0.00224, 56.804, 56.8075
0.002244, 56.8012, 56.8047
0.002248, 56.7984, 56.8018
0.002252, 56.7955, 56.799
0.002256, 56.7927, 56.7962
0.00226, 56.7899, 56.7934
0.002264, 56.7871, 56.7905
0.002268, 56.7842, 56.7877
0.002272, 56.7814, 56.7849
0.002276, 56.7786, 56.7821
0.00228, 56.7758, 56.7792
0.002284, 56.7729, 56.7764
0.002288, 56.7701, 56.7736
0.002292, 56.7673, 56.7708
0.002296, 56.7645, 56.768
0.0023, 56.7617, 56.7651
0.002304, 56.7588, 56.7623
0.002308, 56.756, 56.7595
0.002312, 56.7532, 56.7567
0.002316, 56.7504, 56.7539
0.00232, 56.7476, 56.751
0.002324, 56.7447, 56.7482
0.002328, 56.7419, 56.7454
0.002332, 56.7391, 56.7426
0.002336, 56.7363, 56.7398
0.00234, 56.7335, 56.7369
0.002344, 56.7307, 56.7341
0.002348, 56.7278, 56.7313
0.002352, 56.725, 56.7285
0.002356, 56.7222, 56.7257
0.00236, 56.7194, 56.7229
0.002364, 56.7166, 56.72
0.002368, 56.7138, 56.7172
0.002372, 56.7109, 56.7144
0.002376, 56.7081, 56.7116
0.00238, 56.7053, 56.7088
0.002384, 56.7025, 56.706
0.002388, 56.6997, 56.7032
0.002392, 56.6969, 56.7004
0.002396, 56.6941, 56.6975
0.0024, 56.6913, 56.6947
0.002404, 56.6884, 56.6919
0.002408, 56.6856, 56.6891
0.002412, 56.6828, 56.6863
0.002416, 56.68, 56.6835
0.00242, 56.6772, 56.6807
0.002424, 56.6744, 56.6779
0.002428, 56.6716, 56.6751
0.002432, 56.6688, 56.6722
0.002436, 56.666, 56.6694
0.00244, 56.6632, 56.6666
0.002444, 56.6604, 56.6638
0.002448, 56.6576, 56.661
0.002452, 56.6547, 56.6582
0.002456, 56.6519, 56.6554
0.00246, 56.6491, 56.6526
0.002464, 56.6463, 56.6498
0.002468, 56.6435, 56.647
0.002472, 56.6407, 56.6442
0.002476, 56.6379, 56.6414
0.00248, 56.6351, 56.6386
0.002484, 56.6323, 56.6358
0.002488, 56.6295, 56.633
0.002492, 56.6267, 56.6302
0.002496, 56.6239, 56.6274
0.0025, 56.6211, 56.6246
0.002504, 56.6183, 56.6218
0.002508, 56.6155, 56.619
0.002512, 56.6127, 56.6162
0.002516, 56.6099, 56.6134
0.00252, 56.6071, 56.6106
0.002524, 56.6043, 56.6078
0.002528, 56.6015, 56.605
0.002532, 56.5987, 56.6022
0.002536, 56.5959, 56.5994
0.00254, 56.5931, 56.5966
0.002544, 56.5903, 56.5938
0.002548, 56.5875, 56.591
0.002552, 56.5847, 56.5882
0.002556, 56.5819, 56.5854
0.00256, 56.5791, 56.5826
0.002564, 56.5763, 56.5798
0.002568, 56.5735, 56.577
0.002572, 56.5707, 56.5742
0.002576, 56.5679, 56.5714
0.00258, 56.5651, 56.5686
0.002584, 56.5623, 56.5658
0.002588, 56.5596, 56.563
0.002592, 56.5568, 56.5602
0.002596, 56.554, 56.5574
0.0026, 56.5512, 56.5546
0.002604, 56.5484, 56.5518
0.002608, 56.5456, 56.5491
0.002612, 56.5428, 56.5463
0.002616, 56.54, 56.5435
0.00262, 56.5372, 56.5407
0.002624, 56.5344, 56.5379
0.002628, 56.5316, 56.5351
0.002632, 56.5288, 56.5323
0.002636, 56.5261, 56.5295
0.00264, 56.5233, 56.5267
0.002644, 56.5205, 56.5239
0.002648, 56.5177, 56.5212
0.002652, 56.5149, 56.5184
0.002656, 56.5121, 56.5156
0.00266, 56.5093, 56.5128
0.002664, 56.5066, 56.51
0.002668, 56.5038, 56.5072
0.002672, 56.501, 56.5044
0.002676, 56.4982, 56.5017
0.00268, 56.4954, 56.4989
0.002684, 56.4926, 56.4961
0.002688, 56.4898, 56.4933
0.002692, 56.4871, 56.4905
0.002696, 56.4843, 56.4877
0.0027, 56.4815, 56.4849
0.002704, 56.4787, 56.4822
0.002708, 56.4759, 56.4794
0.002712, 56.4731, 56.4766
0.002716, 56.4704, 56.4738
0.00272, 56.4676, 56.471
0.002724, 56.4648, 56.4683
0.002728, 56.462, 56.4655
0.002732, 56.4592, 56.4627
0.002736, 56.4565, 56.4599
0.00274, 56.4537, 56.4571
0.002744, 56.4509, 56.4544
0.002748, 56.4481, 56.4516
0.002752, 56.4454, 56.4488
0.002756, 56.4426, 56.446
0.00276, 56.4398, 56.4433
0.002764, 56.437, 56.4405
0.002768, 56.4342, 56.4377
0.002772, 56.4315, 56.4349
0.002776, 56.4287, 56.4321
0.00278, 56.4259, 56.4294
0.002784, 56.4231, 56.4266
0.002788, 56.4204, 56.4238
0.002792, 56.4176, 56.4211
0.002796, 56.4148, 56.4183
0.0028, 56.4121, 56.4155
0.002804, 56.4093, 56.4127
0.002808, 56.4065, 56.41
0.002812, 56.4037, 56.4072
0.002816, 56.401, 56.4044
0.00282, 56.3982, 56.4016
0.002824, 56.3954, 56.3989
0.002828, 56.3927, 56.3961
0.002832, 56.3899, 56.3933
0.002836, 56.3871, 56.3906
0.00284, 56.3843, 56.3878
0.002844, 56.3816, 56.385
0.002848, 56.3788, 56.3823
0.002852, 56.376, 56.3795
0.002856, 56.3733, 56.3767
0.00286, 56.3705, 56.374
0.002864, 56.3677, 56.3712
0.002868, 56.365, 56.3684
0.002872, 56.3622, 56.3657
0.002876, 56.3594, 56.3629
0.00288, 56.3567, 56.3601
0.002884, 56.3539, 56.3574
0.002888, 56.3511, 56.3546
0.002892, 56.3484, 56.3518
0.002896, 56.3456, 56.3491
0.0029, 56.3429, 56.3463
0.002904, 56.3401, 56.3435
0.002908, 56.3373, 56.3408
0.002912, 56.3346, 56.338
0.002916, 56.3318, 56.3352
0.00292, 56.329, 56.3325
0.002924, 56.3263, 56.3297
0.002928, 56.3235, 56.327
0.002932, 56.3208, 56.3242
0.002936, 56.318, 56.3214
0.00294, 56.3152, 56.3187
0.002944, 56.3125, 56.3159
0.002948, 56.3097, 56.3132
0.002952, 56.307, 56.3104
0.002956, 56.3042, 56.3076
0.00296, 56.3014, 56.3049
0.002964, 56.2987, 56.3021
0.002968, 56.2959, 56.2994
0.002972, 56.2932, 56.2966
0.002976, 56.2904, 56.2939
0.00298, 56.2877, 56.2911
0.002984, 56.2849, 56.2884
0.002988, 56.2822, 56.2856
0.002992, 56.2794, 56.2828
0.002996, 56.2766, 56.2801
0.003, 56.2739, 56.2773
0.003004, 56.2711, 56.2746
0.003008, 56.2684, 56.2718
0.003012, 56.2656, 56.2691
0.003016, 56.2629, 56.2663
0.00302, 56.2601, 56.2636
0.003024, 56.2574, 56.2608
0.003028, 56.2546, 56.2581
0.003032, 56.2519, 56.2553
0.003036, 56.2491, 56.2526
0.00304, 56.2464, 56.2498
0.003044, 56.2436, 56.2471
0.003048, 56.2409, 56.2443
0.003052, 56.2381, 56.2416
0.003056, 56.2354, 56.2388
0.00306, 56.2326, 56.2361
0.003064, 56.2299, 56.2333
0.003068, 56.2271, 56.2306
0.003072, 56.2244, 56.2278
0.003076, 56.2216, 56.2251
0.00308, 56.2189, 56.2223
0.003084, 56.2161, 56.2196
0.003088, 56.2134, 56.2168
0.003092, 56.2107, 56.2141
0.003096, 56.2079, 56.2114
0.0031, 56.2052, 56.2086
0.003104, 56.2024, 56.2059
0.003108, 56.1997, 56.2031
0.003112, 56.1969, 56.2004
0.003116, 56.1942, 56.1976
0.00312, 56.1915, 56.1949
0.003124, 56.1887, 56.1921
0.003128, 56.186, 56.1894
0.003132, 56.1832, 56.1867
0.003136, 56.1805, 56.1839
0.00314, 56.1777, 56.1812
0.003144, 56.175, 56.1784
0.003148, 56.1723, 56.1757
0.003152, 56.1695, 56.173
0.003156, 56.1668, 56.1702
0.00316, 56.164, 56.1675
0.003164, 56.1613, 56.1647
0.003168, 56.1586, 56.162
0.003172, 56.1558, 56.1593
0.003176, 56.1531, 56.1565
0.00318, 56.1504, 56.1538
0.003184, 56.1476, 56.1511
0.003188, 56.1449, 56.1483
0.003192, 56.1422, 56.1456
0.003196, 56.1394, 56.1429
0.0032, 56.1367, 56.1401
0.003204, 56.1339, 56.1374
0.003208, 56.1312, 56.1346
0.003212, 56.1285, 56.1319
0.003216, 56.1257, 56.1292
0.00322, 56.123, 56.1264
0.003224, 56.1203, 56.1237
0.003228, 56.1176, 56.121
0.003232, 56.1148, 56.1183
0.003236, 56.1121, 56.1155
0.00324, 56.1094, 56.1128
0.003244, 56.1066, 56.1101
0.003248, 56.1039, 56.1073
0.003252, 56.1012, 56.1046
0.003256, 56.0984, 56.1019
0.00326, 56.0957, 56.0991
0.003264, 56.093, 56.0964
0.003268, 56.0902, 56.0937
0.003272, 56.0875, 56.091
0.003276, 56.0848, 56.0882
0.00328, 56.0821, 56.0855
0.003284, 56.0793, 56.0828
0.003288, 56.0766, 56.08
0.003292, 56.0739, 56.0773
0.003296, 56.0712, 56.0746
0.0033, 56.0684, 56.0719
0.003304, 56.0657, 56.0691
0.003308, 56.063, 56.0664
0.003312, 56.0603, 56.0637
0.003316, 56.0575, 56.061
